Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
149003,B004Q3LBTG,A23L3VSN9LV9RN,mom2boys,2,2,1,1341187200,Great machine for a short amount of time - leaks oil!!!,"We ordered the Baby Brezza and I was excited to try it out.  We took it out of the box and it wouldn't even turn on.  I was very frustrated and we called the company which was gracious enough to send us out a replacement.  The new one worked very well and I have been using it for about 4 months.  I love the machine it steams very well and I can put a fair amount of food in the container.  I do wish the container was larger because I make large batches of food and then freeze them.  I really like this machine, but now it has started leaking oil at the bottom when it makes the food and drips it into the food when I pour it out.  This I am not happy about at all and cannot feed to my baby with oil in it!  I am going to have replace this product and I don't think I would purchase another one just based off of all the problems we have had now with two machines.  It is a great machine when it works though."
268563,B004SRFYMK,A2GO0AIHB846UX,vinny,1,1,5,1313884800,WOW!!,I love this stuff!  Perfect blend of dark choc and coconut water.  I really like how smooth and refreshing this stuff is.  I am lactose intolerant so I can't drink choc milk but I think this stuff comes really close and it is better for you than cow's milk.  I look forward to buying case after case (=.
121487,B002ON9NT0,A3TGRWRAKYSJAT,Toddstick,1,1,5,1320278400,Best BBQ sauce EVER!,"I am a former Cincinnatian, so some of my love of this BBQ sauce is based a bit on nostalgia (like the Skyline Chili!).  Even so, I do believe this is the best BBQ sauce I've had and I frequently order it for myself and friends."
505542,B000VTQB6W,A1XEO0U9V7V6Z4,greyhoundhappy,0,0,5,1350086400,No more vets!,"I have been feeding this to my dogs for about six months. One year ago my female greyhound was dealing with a rash on her stomach and infections on her feet. I thought I was feeding her a quality dog food. But I was taking her to the vet almost every month. She took antibiotics for almost four months to get rid of the infections. This made her lose her appetite. Then I started her on Wellness Core. She loves it and so does my other greyhound and shephard mix. After six months my female greyhound has no infections of any kind and my male greyhound has a black, shiney coat. My shephard mix is happy and calm. All the dogs love this food. None have skipped a meal since I started using it. I am happy because I am going to the vet only for yearly shots. This dog food is great."
104278,B0016512YG,A3LSTGAP7LOV1S,Alice Wakefield,5,8,5,1199232000,Great for chocoholics,"These cookie-cakes are pretty darn good and chocolatey. A bit too sweet for my taste because of the marshmellow layer doesn't prevent me from scarfing down a few, and I do so guilt-free. Kids should love these since they taste like pure junk food, and I mean that as a compliment. Hard to believe they have zero fat."
439080,B000CCMSSI,A2Z3O07ASL74O5,Jean M. Edmundson,8,10,4,1169078400,Turkish coffee kit,The Turkish coffee kit was what I expected.  I gave it as a gift because the person wanted to try Turkish coffee and the kit was just the thing. The pot and coffee with recipes and instruction of use was included. The gift was well received and enjoyed.
31067,B007M83302,A2GSNLOLNOZWMM,Bud,0,0,4,1265760000,Excellent Snack,"If you are looking for a really good snack with relatively few calories, this is the one for you.  Tastes good, is relatively good for you when compared with other potato chip snacks and ordering them from Amazon makes them easy to keep on hand."
151001,B000MXJR68,A1BCZB9VNBIU24,R. Smith,2,2,5,1297987200,My 9 month loves these!,"I like the veggie dip and the garden tomato flavors best but I think my little one would eat any of them.  He loved the puffs and now the crunchies.  They are a perfect size for getting him to feed himself but they can get messy.  Even when they get stale, he loves them.  It's a good snack for him and definitely a little overpriced, but Amazon has them cheaper than any store in my area. And I'm as a first time mom, I'm a sucker for any baby related foods that seem healthier than what my nephews are eating."
258112,B005MSH1IO,A113X42GF99JWU,Cole,0,0,5,1331683200,YUMMY!,We really enjoy the all natural flavors of soda stream. We really enjoyed it!! I couldn't find it anywhere else being sold so I found it on amazon and it was the same price. Like I said..we really enjoyed the lemon lime flavor for soda stream.
245066,B000FFRTYK,A2BLM26AV8MW2T,Vicky G,3,7,1,1262304000,NOT GLUTEN FREE,"These soups are listed in the gluten free foods. Please read ingredients. This is an example of incorrect listings. If you have celiac disease, as I do, do not assume foods that are listed in this category are truly gluten free. And, Amazon, please find a way to better regulate this. By the way, the one star rating has nothing to do with the soup, I cannot eat this, the rating is for the listing."
103022,B000FVDWU4,A5CR6GP49HVEE,Stephanie,2,2,2,1295740800,"Good at first, but quickly became overbearing for me","I bought this tea at my health food store because I thought it looked interesting. The name and the description really pulled me in, as well as the picture on the box. At first I was confused as to what the taste reminded me of, but then I realized it reminded me of pink Necco mints. I don't drink sugar in tea, but I think if I did and I had put some in this tea it would've made it overbearing. However, after drinking this tea once every day for a week or so, I'm finding it to be almost like a chore. I love the health benefits and this tea has actually helped me feel pretty good after drinking a cup, but the taste is becoming a bit overbearing. As I mentioned early in my review, the taste is reminiscent of pink Necco mints (minus the mint part, of course) but it can be hard for me to get through a cup of it because after awhile that Necco taste begins to remind me more and more of chalk. Yes, it definitely has a chalky flavor. I will still continue to drink this tea until the box is gone but I don't think I'll be buying any more of it unless it has some sort of miraculous effect on me later on down the box. Still, it was worth a try because it was nice at first."
35502,B000E3XBT0,AE4QWB6N3TFML,"Miss Pink ""kukox""",2,2,5,1179100800,Yumm!,"This is the best taco mix ""North of the Border""! I travel to Mexico very frequently and recognize good authentic Mexican taste. This Chipotle Taco Mix by Nueva Cocina is simply the easiest and the best."
248643,B004CZURWK,AK9ALB00SKTQ,Moosiah,0,0,1,1348012800,"Short product! Seller issue Happy Dog Place, INC","First off, I researched lamb lung because i know my dog likes it and it is not as rich as liver treats.  The previous reviews here mention that it is sliced thin.  Mine came just like the picture.  I think they are whole dehydrated lungs.  I would bet money that your dog will like them ALOT!  I wanted to buy in bulk for the value so I chose the ValueBull USA Sliced Lamb Lung 5.5 lb.  What I received was different.  It was five of these bags in a box.  <a href=""http://www.amazon.com/gp/product/B006ZQ4JIW"">PCI Lamb Crunchys, Lamb Lungs, 1lb. Bag</a>  The seller I received my order from had taken an address label with the words ""1.2 lb. value pack"" and stuck it over the original manufacturers label of 1 lb.  I was upset because that is dishonest.  I weighed two of the bags while still in original packaging.  One weighed 1 lb. 1 and 1/4 oz  the other 1 lb. 1 and 1/8 ounce.  When I weighed the empty packaging it weighed 1 and 1/4 ounce.<br /><br />Low and behold the original manufacturers label was right on the money, and the address label stuck over it was wrong.  Five one pound bags were sold as 5.5 pounds.  Luckily it was fulfilled by Amazon and when I called they were able to make a satisfactory adjustment in price and said that they would address the issue with the seller.<br /><br />Product is great your dog will love it.  Amazon came through with a satisfactory resolution on first call.  I however had to spend time to rectify the situation and submit a review to let others know about the issue.  I will try to upload the photos I took with the bogus labeling and scale weights.<br /><br />Five stars for the product.  Five stars for Amazon for making it available to everyone at a good value and giving a credit for missing product.  Zero stars for the seller who mislabeled and misrepresented the product."
548627,B001M2BM4I,AOX6MVOBP5TAL,John DeLuca,0,0,5,1333411200,My favorite K-Cup Coffee,I bought these when they were $15 for a 3pack of 12 Kcups ea.  Just wanted to add that these are among the best K-cups I've purchased.  The flavor is strong but not overwhelming....no burnt taste.  I went to buy these again but the price is now $23 instead of $15 so I will wait I guess but I'd recommend these to anyone.
548691,B001M2BM4I,A1I75OO0985YOB,Yikes!,5,5,5,1238716800,"Good, strong cup of coffee","This is my daily morning cup of coffee.  I like strong coffee and this has become my favorite. I do not like the coffee at, say, Dunkin' Donuts. In the afternoons, I like Coffee People decaf or Timothy's decaf Hazelnut.  But for a good, regular cup, Green Mountain Dark Magic Extra Bold is it."
46196,B002ZF5QZC,A2W8V9V419TLCA,From Ohio,2,2,5,1301961600,Great bones and good price,I have these on S&S now.  They get delivered every month for $15+.  That works out to less than $1 a bone.  The dog loves them and they are the perfect size.
367617,B003B3OOPA,AN5IYGA7NIJ5P,pip,2,2,5,1334793600,Wonderful,It is everything everyone said it was and more! I love it in either oatmeal or cream of wheat. will order again.
12778,B0030MNHEG,A1QMJBMMEDO0RM,"Tim H ""Tim""",0,0,5,1345248000,delicious unique sauce,"this is unlike any other hot sauce out there. All hot sauce seems to taste the same, or rather not taste like anything at all, they are just trying to be as physically hot as possible. Not the Gringo Bandito hot sauce, it has a taste kinda like a cross of a hot sauce and enchilada mole sauce. great on just about anything. maybe not ice cream but you may have a flavor of ice cream that needs improving. I got 2 big bottles and am sure I will be ordering more soon."
413984,B0026KPDG8,A13ML5W7NK1M7O,Jocelyn,1,2,3,1348185600,LOVE these with one caveat,"I am surprised just how yummy these chips are and my kids ADORE them. They have no artificial anything which is important as my kids are on the Feingold diet which eliminates all artificial coloring, preservatives, and flavors. The only thing that kept me from a higher star rating is the choice of oil they used to coat the chips. I have NO PROBLEM with oil as I believe fat is GOOD for us and the great thing is they coat the chips with oil AFTER they heat them so they don't create free radicals. That said, the ingredient list says, ""sunflower, safflower, and/or canola oil."" Hmmmm... that's not very definitive!<br /><br />Sunflower and safflower oil are good but canola is a FRANKENFOOD that I don't want my kids to eat. Sigh... a yummy possibility spoiled by canola oil."
148233,B000PJMRWU,AWC6E3BI3TENM,Bargain Hunter,1,1,5,1184457600,Yum!,These are delicious and light and just 30 calories per Meringue.  I prefer the mint chocolate chip one over the chocolate chip but both are very good!
319596,B000FNEX8C,A295EPUCPHLBJX,"David N. Lewis ""DNLEWIS""",0,0,5,1212019200,No fefined SUGAR,"Nana's cookies are the best. I have tried them all. I cannot eat anything with white refined sugar in it. It makes me very ill. I have a Nana's cookie and no after effects. Some times for breakfast I put the cookie in the micro wave for 25 seconds and put peanut butter on it. I feel like I have broken all my diet rules, (no after effect) but this is the one product that I have found that IS to good to be true. Thany you Nana."
158934,B002AN6LL2,A16OK37752MNVW,Enlighten Me,0,0,4,1296432000,Good quality pet puzzle,"I own the Nina Ottosson Dog Brick and the Tornado.  This puzzle is made of good quality durable plastics.  The removable white bone pieces are durable, but should be well supervised for play.  The bone pieces are only 3 inches or so in length and could be a choking hazard to larger dogs.<br /><br />There are 12 insets to fill with food, and the 4 in the middle are covered with the removable bone pieces.  These are shallow and the puzzle does not hold an entire meal (1 cup for my pet).<br /><br />I agree with the intermediate rating of this puzzle, considering the Busy Buddy toys and the Kong Wobbler are easy and the Tornado is a bit more challenging.  Once the dog figures it out, the puzzle can be completed in just 1-2 minutes.  This toy is a little pricey considering the limited play time, but it is absolutely adorable watching them figure it out.<br /><br />Overall, I recommend the Brick if you are willing to spluge.  If you are looking for an intermediate food puzzle and are a bit more budget minded, consider the Buster Cube.  Of all of the different puzzles we have tried, the Buster Cube still ranks at the top."
326826,B0014JUPTW,A1G6SB0FDFG9TB,Lesley K,0,0,5,1250035200,Perfect Chocolate Bites,These little chocolate bites give you the pleasing sensation of chocolate - without the guilt of the sugar calories!!  Great job Murray!!
47384,B008AZ08D6,A30U5MBJ4H9NOX,sam,0,0,5,1341964800,Great package!,I am very enthusiastic about this great new product.<br />It seems to be perfect when you are vacationing or on a business trip.<br />why carry along all this food when it can be delivered straight to your door.<br />Kosher shabbos meals is a unique product that fills a void.
442487,B001BMDF1M,AHETNRCZWLM7S,Scoushe,0,0,5,1319587200,BEST SOUP EVER!,"I used to buy Health Valley soups at Stop & Shop, when I had a car, but now I shop at the local market, where they sell the usual commercial garbage like Campbell and Progresso.  Health Valley is the closest I've come to truly fresh, homemade soup and it is worth every penny.  The Vegetable soup is my favorite.<br /><br />Because Stop & Shop doesn't provide Peapod service in my area, I've had the soup delivered to my door directly from Health Valley, Vitacost, or through Amazon.  Vitacost is the only store that lists all ingredients on their site and is willing to sell you as little as one can per order, and they used to take great care to deliver the product undented - unfortunately, that's no longer the case; cans arrive dented.  Being able to purchase a single can is good because you can sample different varieties in one shipment; and Vitacost sells at a discount.  At Health Valley, you have to purchase two cases of the same product at the list price, and at Amazon you need to purchase one case (12 cans/case) at a discount, and you get free shipping.  However, the Amazon cans arrive badly dented; some are in such bad shape that the electric can opener cannot handle them."
23684,B000VMEHN8,A2JHVYEG2UFST6,heidib,0,0,5,1325721600,My german shepherd loves 'em!,Every time I get one out for my dog he cant wait to eat it. I've noticed his teeth are much cleaner and his breathe is great too! Highly recommended.
460857,B001ABQ692,A3PWQTXBH2K6CB,taro latte,2,2,3,1310083200,It's okay but...,"It's okay, but it's not what I expected. It doesn't seems like a taro latte because of the color. It has bluish color not like purple. Taste is different, too. Overall, it is okay though."
146546,B000WFKWDI,AJSQODVTPYBKP,bellina,4,5,1,1334793600,My Cats Wouldn't Touch It,"A short background on the eating habits of my two cats, one is super finicky and the other cat will eat just about anything. When even my non-picky cat wouldn't touch any of it, I knew something was not right with this food. They refused to eat any of it. I like the premise behind the food, all natural and grain-free, but I am going to have to go back to the prior food my cats like. Hopefully my local animal shelter can make use of the food for their cats, if they even eat it."
440169,B005ZBZLSU,A2IZAEEXKO9MJP,IM from SI,0,0,5,1341100800,What a deal!,"Quality taste at a great price -(especially with subscribe and save). Took a chance on something new and that looked a little different and I'm glad I did.  After I open a pouch of K-Cups, I put them in a zip-lock bag.  My cup of coffee is fresh and delicious.  Try it.  You'll like it."
7221,B001RIXUS8,AI1SSQELYZGLB,C. Hinton,0,0,5,1338508800,Good flavor and not too salty,I thought these had avery good flavor.  I took two tubs to work and most of the people liked them.  Two or three people commented that they liked them better than some other brands because they are not salty.
221452,B0025UCA9W,A2GINLUVC72ORB,hickmanfive,4,6,5,1334880000,my nightmare is finally over,"Most of my childhood was spent in want of quality catsup served in an easy to pour device.  As hard as I have tried to forget, so many tormented images still seem to surface from time to time.  Like the time that I found my Memaw dead on the kitchen floor clutching a clogged bottle of Kirk's economy catsup.  I don't care what the police say with their whole ""Gampy stabbed Memaw"" theory.  Fact is cheap catsup played a role in this horrible event, an event that could have easily been avoided. If only Memaw had access to Heinz Tomato Ketchup, 20-Ounce Easy Squeeze Bottles.<br />And it's not just the death of my dear Memaw.  The ugly head of sub quality catsup reared its head again during what should have been those wonderful early teen years everyone talks about.  It was early summer and Gampy had just been released early from the Warren County correctional Facility for good behavior.  We were all gathered for a summer picnic/ Gampys out of prison celebration. Well everyone except for Memaw, although she was there in spirit.  All was going along swimmingly until my Pops delivered a plate of beautifully grilled hotdogs and burgers to the table.  As a gesture of ""welcome home Gampy"", I leaned forward and grabbed the cumbersome glass bottle of Cheap Conny's country catsup and proceeded to apply it to Gampy's dog.  When I awoke in the hospital 3 weeks later, I was brought up to speed on the series of events that followed my attempt to use a lesser quality catsup.  Events that my brain surgeon informed me I may never recover.  To quickly summarize, years of cheap homemade prison toilet catsup had left a brutal impression on Gampy.  When my hair is cut very short you can still see this impression on the back of my skull.<br />It was not until I hit my late 20's that an event finally sent me over the edge and I had the epiphany concerning crappy catsup and its dire effects on the human condition.  As a handsome young 27 year old buck, you can imagine I had my pick of the ladies.  And did I ever pick a good one.  Roberta was as pretty as she was smart. And boy was she smart.  She was finishing her PHD in Physics, Captain of her schools debate team and a champion chess player in Warren County.  Seems like there wasn't anything Roberta did wrong.  Well, with the exception of her constant purchasing of mid grade catsup dispensed through inefficient containers.  It was just a mere 5 years prior to the release of Heinz Tomato Ketchup, 20-Ounce Easy Squeeze Bottles.  A fact that just haunts me.  Due to severe heart problems, Gampy had been released once again from the Warren County Correctional Facility.  He was living with me temporarily while Pops try to find a home for him.  I was working late and Roberta had called me and let me know that she was making dinner for her a Gampy and that she would try and save some French fries for me.  DAMN THOSE FRENCH FRIES AND THEIR DEPENDECE UPON TASTEY CATSUP SERVED CONVIENTLY!<br />The squad cars were in the driveway when I got home that night.  We will never really be sure what happened that night.  What we do know is that Gampy and Roberta are in a better place now.  A heavenly place that is not burdened by watered down catsup that tastes like chemical tomatoes.<br />I swore that night that I would never consume catsup again.  And then one day I stumbled across Heinz Tomato Ketchup, 20-Ounce Easy Squeeze Bottles.  It was pure heaven served easily through a squeeze bottle.  Since using Heinz Tomato Ketchup, 20-Ounce Easy Squeeze Bottles, my life has been for the better.  My only regret is that my dear Gamby had to pass so soon and miss this wonderful product."
458348,B00158U8DU,A2NOOQ7KDA8DY0,krissy,1,1,5,1347840000,works well,I made some wheat berry sprouts for some rejuvelec with this bag. Bag is soft. I just tied a second knot in the draw string so that I could hang it at a different height.
433701,B001LQCOIS,A279UWS54OAD0L,Andi P.,0,0,5,1264809600,Great product!,"Anyone who thinks preparing your own baby food is difficult or time-consuming should try this out.  It's so easy.  The baby cooker steams and purees perfectly.  It's easy to clean.  It's pretty effortless.  Just get a baby food cookbook and you can raise your little one to become an adventurous eater.  If you cook at home for yourself, there is no reason to not cook for your baby too- I only wish my meals were as easy to prepare as my babies'!"
493886,B003BN3QX6,A2EMSOLZZ77NR0,juju,0,0,4,1324339200,tasty,my first time trying this dessert but it was delicious- the presentation is alittle different than in the picture- it comes packaged more like a block of it (not in individual pieces)- but very tasty! and quickly delivered. i would reorder it- not terribly sweet but pistachio is very nice.
41275,B00427ZLOM,A3OWU1R4LAL8GF,"GirlX ""&#34;Addicted to Amazon&#34;""",7,7,5,1301875200,Excellent choice for my finicky feline!,"Since my elderly cat has started eating a wet food diet, she's become extremely finicky. She used to eat anything I'd put in front of her, until about a year ago when she decided nothing was good enough.  I'd been through every brand in the store...she doesn't like fish, plain chicken or lamb so my choices were limited.  When I found this, I gave it a try since she primarily likes beef. The ingredients were excellent and I read great reviews from Vets about it online.  She has been scarfing this food down from day 1 and still loves it. There are peas and carrots in it and the  consistency of it is very mushy. She likes it that way, so she doesn't have to chew much. I also noticed it doesn't dry out if there's any left in her bowl for several hours, like other brands have.  I definitely plan to continue giving this to her. I've been ordering on Amazon since it's been difficult to find it in my local pet stores lately."
264042,B004EAGP74,A8TY2N50VNTUX,"Cottage Wood Hill ""nocturna""",1,1,5,1314921600,Working Nicely for my Dog's Itchy Red Skin,"Based on reviews and information I found online I decided to try putting coconut oil on my poodle's dry itchy skin..she was getting yellow flakey areas and pimple/pustules and was itching and licking all the time. In a matter of hours I started to notice a difference (hardly any licking) and by the next day the color of her skin started to normalize. Overnight the redness seemed to return a bit so I'm going to continue applying it. She likes to have it as a treat on her food as well!<br /><br />I'm SO pleased, and incredibly relieved that I've found something natural that seems to relieve her itching a bit."
62216,B000CQG8KS,A39EW9DLVX70B9,A. Rose,0,0,2,1331510400,Stash tea can vary batch to batch,"I have, in the past, positively reviewed other Stash flavors, Ginger Lemon and Holiday Chai.  Had a problem with the Double Bergamot tea once, but then a second shipment was excellent.  But this Double Chai Spice has a strange chemical flavor. Tried mixing it with regular black tea because the chai seems to be lacking a tea flavor.  I have tried other brands of chai and have made my own.  There's something off about this - it's got a strongly astringent, bitter flavor.  I wonder if it's because the spices are ground to a powder?  The best chai is made with whole spices."
516102,B008I1XPKA,A17TATCR7JFEN8,traceyfo,1,3,5,1345593600,excellent company and excellent coffee,I was lucky enough to win this coffee. It is so smooth and delicious. I recommend it to anyone who doesn't like bitter coffee. I look forward to trying all the flavors when the variety pack is back in stock.
501286,B000261NZ8,A2L42S0B15T9GJ,"M. DeLosSantos ""zombie girl""",0,0,5,1296604800,my puppy does flips for this food!,My rescue puppy loves this food and what a difference it has made in his coat and all around health.  Just a well balanced food.
511460,B001EO7G94,A1JHG2RLMJS7AW,J. Angrabright,0,0,1,1349395200,At these prices go elsewhere for the real thing,"The product description says ""...of white truffle flavor in extra virgin olive..."" with emphasis on the word ""flavor"" meaning there's no actual truffle in this product and at this price one could buy an actual truffle infused oil like Oregon White Truffle Oil instead."
199816,B00085FB06,A31908KTZW2TXQ,GV,0,0,5,1252022400,Super Navy Paste Gel,"If you want true, dark colors use the gels.  They work much better than the powders...my opinion!"
288566,B000ENUC3S,A3NJLGJN3P3N7I,"C. Wang ""RaginAzn""",2,2,5,1194998400,Larabar Apple pie,"This is perhaps my favorite Larabar.<br />Everyone that I have given a taste is immediately and pleasantly surprised by the flavor--they can't belive its raw.<br />even friends/family who are proud junk food addicts are amazed by the bar and often ask me to order a few for themselves.<br />Delicious and all-natural--no additives, chemicals or other preservatives. My all-time favorite."
524049,B004JGQ15E,A2UVYN2FO7X43V,"Margaret H. Bonham ""skywarrior""",0,0,4,1305158400,"Yummy, but not enough","I guess if you're going to eat junk food, this is one way to do it without too much guilt.  The fudge and caramel made this popcorn tasty.  I wish there was more of them."
214134,B0002PHEFW,AQB09X7HEUP1D,nettiep,3,4,5,1305849600,Maple extract at last!!!!!,"I'm so thrilled to have found maple extract online. I can hardly ever find it at the grocery stores; it's so frustrating! My grandmother used to make a rich chocolate cake with maple icing. So, the maple extract brings back memories of her love. Thanks. Also, the price was right too."
179378,B000CQC050,A19PHQB0QUF6UH,Joseph Scheller,0,0,5,1265932800,are you a ginger fan?,"my wife is a ginger fan and she loves this tea, has at least a cup a day. i'm not a ginger fan so i can take it or leave it"
157467,B0019QT66I,A2IJBN6NO6PBM8,CharminMK,3,3,5,1337126400,Restless Legs,"My dad has SUFFERED with RLS(Restless Leg Syndrome)his entire life. Five years ago he was given a prescription drug, Requip, which helped some but has side effects of its own. I happened to be speaking to a friend, who recommended this as she had success with her own RLS by using this. I immediately ordered it for dad, and within a few weeks, he could tell a difference. What an answer to prayer!!!!!"
481010,B004ZY34NC,A3W23D5PTALR0L,LWD,12,12,1,1344988800,Great Coffee - But don't buy it here.,"The coffee is rich and delicious... a great way to start the day or to end an evening meal.  But at $1.00 a cup it is way overpriced.  I bought my Nespresso coffee machine from an Amazon dealer.  The price was very good.  So I assumed that the cost of the coffee would be good as well.  I performed a Google internet search for the lowest prices on Nespresso coffee, and all search results linked to Amazon.  So I ordered 50 cups and paid $1.00 a cup.  Then, a few days later I found that I could order the same coffee directly from the Nespresso website for only $0.60 a cup.  This shows you how skewed the Google Search Engine is and also reveals that the ""deals"" on Amazon are not always good deals.<br /><br />Lessons learned: 1) The coffee is great!  2) Do not trust Google as a reliable source to point you in the direction YOU want to go in.  It only points you in the direction they want to take you in.  3) Buy your coffee directly from Nespresso and save 40% (and get faster shipping as well.)  4) Do not rely on Amazon for the best deals."
57862,B000EVOSE4,A1XIG2A76JVZKD,"Sabyasachi Roychowdhury ""sabyasachir""",0,8,1,1252454400,not happy,"hard to chew, didn't like it. Bought 5 lb packet, nobody in family is interested... wastage of money"
502160,B0042O3SQ8,A1L0BUVAEHRF0Z,"C. Walters ""carielovestoshop""",10,11,5,1298592000,Cat Butt is Delicious!,"I absolutely love this Cat Butt Gum.  When I chew it I instantly feel warm and fuzzy!  At first I was a litte reluctant to try it because of the name but after opening the box and trying a piece out, I realized that I love the taste and smell of Cat Butt.  The cute box is just a plus!"
310171,B000G7VYTS,A17FNU1A3FIRIM,"NotListening ""So there!""",2,2,5,1291852800,Can't stop eating these puppies!,"I love buffalo wings; not just the heat, but the flavor! This product, while not offering tongue-burning, sinus-clearing heat, has good bite to it. The flavor--how can I describe it? It's very addictive! I can down a whole 10 ounce package in no time. I'm not sure if I'm imagining it, but there seems to be a hint of a bleu cheese taste in there as well, which adds to the whole ""hot wing"" experience of the snack, in my opinion.<br />My kids like these as well. I have to hide the bag from them sometimes just to ensure that I get my fair share."
223187,B006BU77F4,A214NDTZWHQ19A,N. Hines,6,6,5,1332892800,Quality For a Great Price!!!,"Great quality food. I feed it to my 9 month old English Mastiff. This is one of the best dog foods on the market for large breeds. There aren't any nasty fillers in this food. All natural stuff, lots of healthy proteins and probiotics. I was using Nuturo and paying the same price at PetXX, and Nuturo doesn't hold a candle to TOTW. This is a premium dog food for a very reasonable price."
200656,B001EO5UVK,A3U1RB87EBUH6T,Smelltherose,1,1,5,1176422400,Better than chocolate,"I have been a long time lover of black licorice and dark chocolate. But since  recently discovering RJs, I would have to say, if given a choice between a piece of the best dark chocolate and a piece of this licorice, hands down I'd be going for the latter. I was astonishly surprised with my first bite - wonderfully soft and intensely flavorful.  I enjoyed the fact that it didn't stick to me teeth or make me feel that I was having to give my mouth a workout to enjoy it.  Amazon offers this at a great price too.  I've paid considerably more."
188661,B001WAL1P0,A3RBK7GLKY7439,Don F. Roban,0,0,4,1300233600,Breakage in shipping is a problem,I like the long life and cool running of this Bulb. There is also a savings in the power consumption that is a plus feature. The packing of these units to protect them from damage during shipment needs to be worked on. I lost two units due to breakage in shipment so that there was no savings in price by the time I received them.
106278,B00264TMWU,A1XU7APKLAZ3OP,whohuh,0,0,5,1335830400,Sticking with this one,"My Maltese was on Eukanuba before I noticed that he stopped eating as much food, then I switched him over to a BilJac brand and at first he seemed like he liked it but then after awhile he threw up consistently. After reading reviews I switched over to Blue Buffalo and he loves it, there wasn't any problems switching him over. The kibble isn't big so he can eat it easily and his stool is healthy, I'll be sticking with this one for awhile."
317326,B006L71NXO,AFO8FB74F8T1A,"Gary Bourassa ""gary""",1,1,5,1326240000,great  great  great,this product is great  and so is the company I had problem with the post office and they were right there to resolve the issue this is a great gift to yourself or to others
492630,B00370CFR6,A3I79UDV29G6JP,Vincent Rada,1,1,5,1295395200,the best,"the green mountain wild mountain blueberry coffe is the best k-cup coffe outthere. I did not think I was going to like it and I was right, I do n't like it, I love it. you must give it a try."
485672,B001RVFERK,AL0MLF4AINGY3,"R. Guieb ""Rosiebud320""",0,0,5,1247184000,These Rock!,"I am trying to lose a few pounds and am on Weight Watchers, these are the best chips around.  I love potatoes and can not keep them out of my diet, these are tasty and low in fat and not drenched in oil.  My boyfriend who is not on a diet also enjoys these chips!  YUM"
477463,B001FA1LQ6,ANHEC7CWFUWLB,tabaskokid,0,0,4,1347148800,Tastebuds go 'wow',"Great coffee with full, rich flavor and satisfying taste.  The combination of caramel, butterscotch, and hazelnut live up to the labeling as ""an explosion of taste"".  This is truly a special blend that is very flavorful.  While visiting South Dakota, we stopped for coffee, but the flavor we ordered was not available.  The barista suggested Highlander Grogg and after one sip, we were very happy for the switch.  To this day, when we drink this coffee, it immediately takes us back to that vacation.  Ahhh ...  you'll really enjoy this coffee.  Rated a 4 only because it would be better if it were a little bit stronger."
91951,B004YV80O4,A28CCN6VYHRUKS,"Andrew Gray ""Beezer Review""",0,0,3,1315958400,Just okay to me,"Undoubtedly this will be compared to Hamburger Helper right off the bat and I suppose it's fair because they both try to do the same thing. Create an easy to prepare meal with nothing but ingredients in the box and some hamburger.<br /><br />Does this taste like a Cheeseburger? Not to me. The cheese is almost overpowering and once you get paste the cheese there isn't to much flavor there.<br /><br />It's easy to prepare and it's quick. But if you are looking for a culinary experience that will rock your taste buds... well this isn't the way to go.<br /><br />On a side note - if you or anyone you know is on a low sodium diet, or are keeping track of your sodium intake read this label. The sodium content for one serving is off the charts. I was legitimately shocked at how high it was.<br /><br />While I may eat it again down the line it's not something I am going to run to the store to specifically get and bring back to share."
209023,B00004RAMY,AFJXN66SGQNF4,"P. Platt ""P2""",0,0,2,1316044800,No luck yet,"I bought 5 of these traps hoping to rid myself of the moles in my yard.  First off, they are difficult to set.  It requires some strength in order to set the trap.  So far, the moles simply seem to avoid the trap.  One was triggered but the mole avoided the trap somehow.  I haven't caught a thing; I'd try a different trap next time."
247312,B000EOXQS0,A1SZC1AHAX7S3T,Barb,0,0,5,1348272000,Tasty and quick,Light and easy to use when you need something quick or not feeling well.  I keep a box of this at work in case I miss lunch or someone else needs one.
